"","subject","native_lang","age","gender","trial","story","reaction_time","response_a","response_b","response_c","response_d","report_a","report_b","report_c","tag_a","tag_b","tag_c","exhaustive_seen","mention_one_high_seen","mention_one_low_seen","mention_some_high_seen","mention_some_low_seen","false_report_seen","none_of_above_seen","exhaustive_chosen","mention_one_high_chosen","mention_one_low_chosen","mention_some_high_chosen","mention_some_low_chosen","false_report_chosen","none_of_above_chosen"
"1311","A1KVUI9CRV0OVL","English",27,"male","high","high_firefighter",28238,"0","1","1",0,"The first floor.","The fourth and sixth floors.","The fifth floor.","f","ms-l","mo-h",0,1,0,0,1,1,1,0,1,0,0,1,0,0
"1312","A1KVUI9CRV0OVL","English",27,"male","low","low_brother",14544,"1","0","0",0,"Stall C.","Stalls A and B.","Stall E.","mo-h","ms-l","f",0,1,0,0,1,1,1,0,1,0,0,0,0,0
"1318","A1931U5JHX67RA","english",42,"male","low","low_yoga",72037,"1","1","1",0,"Studios F, E, D, C and B.","Studios C and B.","Studio F.","exh","ms-l","mo-h",1,1,0,0,1,0,1,1,1,0,0,1,0,0
"1319","A1931U5JHX67RA","english",42,"male","high","high_fbi",51160,"0","0","0",1,"Place D.","Place F.","Places F and A.","f","mo-h","ms-h",0,1,0,1,0,1,1,0,0,0,0,0,0,1
"1320","A1931U5JHX67RA","english",42,"male","low","low_pic",25647,"1","0","1",0,"Location A.","Location F.","Locations A and D.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1322","A1931U5JHX67RA","english",42,"male","high","high_firefighter",88861,"0","1","0",0,"The sixth floor.","The fifth, second, fourth, third and sixth floors.","The fifth floor.","mo-l","exh","mo-h",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"1323","A1931U5JHX67RA","english",42,"male","low","low_brother",48408,"1","1","1",0,"Stall B.","Stalls A and B.","Stall C.","mo-l","ms-l","mo-h",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1325","A1931U5JHX67RA","english",42,"male","high","high_operative",41304,"1","1","0",0,"The Northeast and Southwest districts.","The Northeast district.","The West district.","ms-h","mo-h","f",0,1,0,1,0,1,1,0,1,0,1,0,0,0
"1326","A1931U5JHX67RA","english",42,"male","low","low_coffee",23974,"1","1","1",0,"Cafes E, B, F, C and D.","Cafes E and B.","Cafe D.","exh","ms-h","mo-l",1,0,1,1,0,0,1,1,0,1,1,0,0,0
"1327","A1931U5JHX67RA","english",42,"male","high","high_terrorism",18225,"1","1","0",0,"Store E.","Store F.","Store C.","mo-h","mo-l","f",0,1,1,0,0,1,1,0,1,1,0,0,0,0
"1329","A1931U5JHX67RA","english",42,"male","low","low_la",59645,"1","0","0",0,"Diners C and F.","Diners A and E.","Diner B.","ms-h","ms-l","f",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1330","A1931U5JHX67RA","english",42,"male","high","high_inspector",30450,"1","1","1",0,"Restaurants A, B, C, D, and E.","Restaurant A.","Restaurants A and B.","exh","mo-h","ms-h",1,1,0,1,0,0,1,1,1,0,1,0,0,0
"1336","AA4D4WHT4HBYW","English",37,"female","high","high_inspector",45539,"1","1","0",0,"Restaurants C and E.","Restaurant E.","Restaurant F.","ms-l","mo-l","f",0,0,1,0,1,1,1,0,0,1,0,1,0,0
"1337","AA4D4WHT4HBYW","English",37,"female","low","low_coffee",768927,"1","1","1",0,"Cafes F and D.","Cafe D.","Cafe E.","ms-l","mo-l","mo-h",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1339","AA4D4WHT4HBYW","English",37,"female","high","high_firefighter",51037,"1","0","1",0,"The fifth, second, fourth, third and sixth floors.","The first floor.","The fourth and sixth floors.","exh","f","ms-l",1,0,0,0,1,1,1,1,0,0,0,1,0,0
"1340","AA4D4WHT4HBYW","English",37,"female","low","low_brother",76223,"1","1","1",0,"Stall C.","Stalls C and D.","Stall E.","mo-h","ms-h","f",0,1,0,1,0,1,1,0,1,0,1,0,1,0
"1342","AA4D4WHT4HBYW","English",37,"female","high","high_operative",126925,"1","1","1",0,"The Northeast and Southwest districts.","The Northeast district.","The Northeast, Southwest, South, Southeast and North districts.","ms-h","mo-h","exh",1,1,0,1,0,0,1,1,1,0,1,0,0,0
"1343","AA4D4WHT4HBYW","English",37,"female","low","low_la",42405,"1","1","1",0,"Diner E.","Diner C.","Diners A and E.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1344","AA4D4WHT4HBYW","English",37,"female","high","high_terrorism",61909,"1","1","1",0,"Stores A and F.","Stores E and B.","Store F.","ms-l","ms-h","mo-l",0,0,1,1,1,0,1,0,0,1,1,1,0,0
"1346","AA4D4WHT4HBYW","English",37,"female","low","low_yoga",28269,"1","1","1",0,"Studio A.","Studio B.","Studios C and B.","f","mo-l","ms-l",0,0,1,0,1,1,1,0,0,1,0,1,1,0
"1347","AA4D4WHT4HBYW","English",37,"female","high","high_fbi",53198,"1","1","1",0,"Places B and E.","Place D.","Place E.","ms-l","f","mo-l",0,0,1,0,1,1,1,0,0,1,0,1,1,0
"1348","AA4D4WHT4HBYW","English",37,"female","low","low_pic",30806,"1","1","1",0,"Location F.","Locations D and F.","Locations A and D.","mo-l","ms-l","ms-h",0,0,1,1,1,0,1,0,0,1,1,1,0,0
"1354","A3ROADR7T6811","english",27,"male","high","high_operative",61250,"0","1","0",0,"The Northeast district.","The Northeast and Southwest districts.","The South and North districts.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"1355","A3ROADR7T6811","english",27,"male","low","low_yoga",42447,"1","1","1",0,"Studios F and E.","Studio A.","Studios C and B.","ms-h","f","ms-l",0,0,0,1,1,1,1,0,0,0,1,1,1,0
"1356","A3ROADR7T6811","english",27,"male","high","high_terrorism",71343,"1","1","0",0,"Store E.","Stores E and B.","Stores A and F.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1358","A3ROADR7T6811","english",27,"male","low","low_la",50908,"0","0","1",0,"Diners A and E.","Diners C, F, A, D, and E.","Diner C.","ms-l","exh","mo-h",1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1359","A3ROADR7T6811","english",27,"male","high","high_inspector",34631,"0","1","0",0,"Restaurant E.","Restaurants A, B, C, D, and E.","Restaurants A and B.","mo-l","exh","ms-h",1,0,1,1,0,0,1,1,0,0,0,0,0,0
"1361","A3ROADR7T6811","english",27,"male","low","low_pic",35047,"1","1","0",0,"Locations A and D.","Locations A, D, E, and F.","Locations D and F.","ms-h","exh","ms-l",1,0,0,1,1,0,1,1,0,0,1,0,0,0
"1362","A3ROADR7T6811","english",27,"male","high","high_firefighter",45663,"1","1","1",0,"The fifth floor.","The sixth floor.","The fourth and sixth floors.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1363","A3ROADR7T6811","english",27,"male","low","low_brother",36512,"1","0","1",0,"Stalls A and B.","Stall B.","Stalls C, D, A, F and B.","ms-l","mo-l","exh",1,0,1,0,1,0,1,1,0,0,0,1,0,0
"1365","A3ROADR7T6811","english",27,"male","high","high_fbi",21168,"0","0","1",0,"Places B and E.","Place E.","Places F, A, B, C and E.","ms-l","mo-l","exh",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"1366","A3ROADR7T6811","english",27,"male","low","low_coffee",44759,"1","0","0",0,"Cafes F and D.","Cafe D.","Cafe A.","ms-l","mo-l","f",0,0,1,0,1,1,1,0,0,0,0,1,0,0
"1372","A2XRE5QRJYDWDA","English",25,"female","high","high_inspector",47505,"0","1","0",0,"Restaurant E.","Restaurants C and E.","Restaurant F.","mo-l","ms-l","f",0,0,1,0,1,1,1,0,0,0,0,1,0,0
"1373","A2XRE5QRJYDWDA","English",25,"female","low","low_pic",36867,"1","0","0",0,"Locations A and D.","Locations D and F.","Location A.","ms-h","ms-l","mo-h",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"1374","A2XRE5QRJYDWDA","English",25,"female","high","high_firefighter",37260,"0","1","0",0,"The sixth floor.","The fifth and second floors.","The fifth floor.","mo-l","ms-h","mo-h",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"1376","A2XRE5QRJYDWDA","English",25,"female","low","low_coffee",20654,"1","0","0",0,"Cafe E.","Cafe A.","Cafes E and B.","mo-h","f","ms-h",0,1,0,1,0,1,1,0,1,0,0,0,0,0
"1377","A2XRE5QRJYDWDA","English",25,"female","high","high_operative",32694,"1","0","0",0,"The Northeast, Southwest, South, Southeast and North districts.","The Northeast and Southwest districts.","The South and North districts.","exh","ms-h","ms-l",1,0,0,1,1,0,1,1,0,0,0,0,0,0
"1379","A2XRE5QRJYDWDA","English",25,"female","low","low_brother",17107,"0","1","0",0,"Stall B.","Stalls C, D, A, F and B.","Stalls C and D.","mo-l","exh","ms-h",1,0,1,1,0,0,1,1,0,0,0,0,0,0
"1380","A2XRE5QRJYDWDA","English",25,"female","high","high_terrorism",19225,"0","1","0",0,"Store F.","Store E.","Stores A and F.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1381","A2XRE5QRJYDWDA","English",25,"female","low","low_yoga",14213,"0","0","1",0,"Studio A.","Studio B.","Studio F.","f","mo-l","mo-h",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"1383","A2XRE5QRJYDWDA","English",25,"female","high","high_fbi",30202,"0","0","1",0,"Place E.","Places F, A, B, C and E.","Places F and A.","mo-l","exh","ms-h",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"1384","A2XRE5QRJYDWDA","English",25,"female","low","low_la",24889,"0","1","0",0,"Diner E.","Diners A and E.","Diners C, F, A, D, and E.","mo-l","ms-l","exh",1,0,1,0,1,0,1,0,0,0,0,1,0,0
"1390","A2AY6B0GQCB6BA","English",31,"female","high","high_terrorism",44988,"1","1","1",0,"Store E.","Stores A and F.","Stores E and B.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"1391","A2AY6B0GQCB6BA","English",31,"female","low","low_brother",29253,"1","1","0",0,"Stall C.","Stalls C and D.","Stalls A and B.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1392","A2AY6B0GQCB6BA","English",31,"female","high","high_fbi",25059,"0","1","0",0,"Place E.","Places F and A.","Places B and E.","mo-l","ms-h","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1394","A2AY6B0GQCB6BA","English",31,"female","low","low_yoga",23767,"1","0","1",0,"Studios F, E, D, C and B.","Studio A.","Studio F.","exh","f","mo-h",1,1,0,0,0,1,1,1,1,0,0,0,0,0
"1395","A2AY6B0GQCB6BA","English",31,"female","high","high_inspector",27697,"1","0","1",0,"Restaurant E.","Restaurant F.","Restaurants C and E.","mo-l","f","ms-l",0,0,1,0,1,1,1,0,0,1,0,1,0,0
"1397","A2AY6B0GQCB6BA","English",31,"female","low","low_la",16456,"0","1","1",0,"Diners A and E.","Diner C.","Diners C and F.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1398","A2AY6B0GQCB6BA","English",31,"female","high","high_operative",30843,"1","1","1",0,"The Northeast district.","The Northeast, Southwest, South, Southeast and North districts.","The South and North districts.","mo-h","exh","ms-l",1,1,0,0,1,0,1,1,1,0,0,1,0,0
"1399","A2AY6B0GQCB6BA","English",31,"female","low","low_coffee",52566,"0","0","1",0,"Cafe A.","Cafes E, B, F, C and D.","Cafes E and B.","f","exh","ms-h",1,0,0,1,0,1,1,0,0,0,1,0,0,0
"1401","A2AY6B0GQCB6BA","English",31,"female","high","high_firefighter",23845,"1","1","1",0,"The fifth and second floors.","The fourth and sixth floors.","The fifth floor.","ms-h","ms-l","mo-h",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"1402","A2AY6B0GQCB6BA","English",31,"female","low","low_pic",18989,"0","1","0",0,"Locations D and F.","Location A.","Location F.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1408","A3AY0315YWWNXY","English",27,"male","high","high_operative",83141,"1","1","1",0,"The Northeast district.","The South and North districts.","The West district.","mo-h","ms-l","f",0,1,0,0,1,1,1,0,1,0,0,1,1,0
"1409","A3AY0315YWWNXY","English",27,"male","low","low_brother",131313,"0","0","1",0,"Stall C.","Stall E.","Stalls C and D.","mo-h","f","ms-h",0,1,0,1,0,1,1,0,0,0,1,0,0,0
"1411","A3AY0315YWWNXY","English",27,"male","high","high_terrorism",18292,"0","0","1",0,"Store F.","Store E.","Stores E and B.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"1412","A3AY0315YWWNXY","English",27,"male","low","low_la",21429,"1","0","0",0,"Diners C and F.","Diner C.","Diners C, F, A, D, and E.","ms-h","mo-h","exh",1,1,0,1,0,0,1,0,0,0,1,0,0,0
"1414","A3AY0315YWWNXY","English",27,"male","high","high_inspector",293099,"1","1","0",0,"Restaurant E.","Restaurants A, B, C, D, and E.","Restaurant F.","mo-l","exh","f",1,0,1,0,0,1,1,1,0,1,0,0,0,0
"1415","A3AY0315YWWNXY","English",27,"male","low","low_pic",166097,"1","0","1",0,"Locations A, D, E, and F.","Location F.","Locations A and D.","exh","mo-l","ms-h",1,0,1,1,0,0,1,1,0,0,1,0,0,0
"1416","A3AY0315YWWNXY","English",27,"male","high","high_fbi",50490,"0","0","0",1,"Place D.","Place F.","Place E.","f","mo-h","mo-l",0,1,1,0,0,1,1,0,0,0,0,0,0,1
"1418","A3AY0315YWWNXY","English",27,"male","low","low_coffee",35361,"1","0","1",0,"Cafe E.","Cafes E, B, F, C and D.","Cafes E and B.","mo-h","exh","ms-h",1,1,0,1,0,0,1,0,1,0,1,0,0,0
"1419","A3AY0315YWWNXY","English",27,"male","high","high_firefighter",30992,"1","1","1",0,"The fifth floor.","The fourth and sixth floors.","The fifth and second floors.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"1420","A3AY0315YWWNXY","English",27,"male","low","low_yoga",16262,"1","1","0",0,"Studio F.","Studios F and E.","Studio A.","mo-h","ms-h","f",0,1,0,1,0,1,1,0,1,0,1,0,0,0
"1426","A346UAH34GVOZX","English",58,"female","low","low_yoga",28758,"1","1","1",0,"Studios F, E, D, C and B.","Studios C and B.","Studio F.","exh","ms-l","mo-h",1,1,0,0,1,0,1,1,1,0,0,1,0,0
"1427","A346UAH34GVOZX","English",58,"female","high","high_firefighter",20915,"1","1","1",0,"The sixth floor.","The fifth floor.","The fourth and sixth floors.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1428","A346UAH34GVOZX","English",58,"female","low","low_la",26943,"0","1","0",0,"Diners A and E.","Diner C.","Diner E.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1430","A346UAH34GVOZX","English",58,"female","high","high_terrorism",33951,"1","1","1",0,"Stores E, B, A, D, and F.","Store E.","Stores A and F.","exh","mo-h","ms-l",1,1,0,0,1,0,1,1,1,0,0,1,0,0
"1431","A346UAH34GVOZX","English",58,"female","low","low_coffee",13957,"0","1","0",0,"Cafes F and D.","Cafe E.","Cafe D.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1433","A346UAH34GVOZX","English",58,"female","high","high_fbi",53423,"1","1","1",0,"Places B and E.","Places F and A.","Places F, A, B, C and E.","ms-l","ms-h","exh",1,0,0,1,1,0,1,1,0,0,1,1,0,0
"1434","A346UAH34GVOZX","English",58,"female","low","low_brother",16611,"1","0","0",0,"Stall C.","Stall E.","Stall B.","mo-h","f","mo-l",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"1435","A346UAH34GVOZX","English",58,"female","high","high_operative",63869,"1","1","0",0,"The South and North districts.","The North district.","The West district.","ms-l","mo-l","f",0,0,1,0,1,1,1,0,0,1,0,1,0,0
"1437","A346UAH34GVOZX","English",58,"female","low","low_pic",19203,"0","1","0",0,"Locations D and F.","Location A.","Locations A, D, E, and F.","ms-l","mo-h","exh",1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1438","A346UAH34GVOZX","English",58,"female","high","high_inspector",31621,"1","1","1",0,"Restaurants C and E.","Restaurant E.","Restaurant A.","ms-l","mo-l","mo-h",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1444","AK1GE19RT3PK6","English",30,"male","low","low_yoga",23804,"1","1","1",0,"Studios F and E.","Studios F, E, D, C and B.","Studio F.","ms-h","exh","mo-h",1,1,0,1,0,0,1,1,1,0,1,0,0,0
"1445","AK1GE19RT3PK6","English",30,"male","high","high_fbi",35405,"0","1","1",0,"Place E.","Places F, A, B, C and E.","Places F and A.","mo-l","exh","ms-h",1,0,1,1,0,0,1,1,0,0,1,0,0,0
"1446","AK1GE19RT3PK6","English",30,"male","low","low_pic",21101,"1","1","1",0,"Locations A and D.","Location A.","Locations A, D, E, and F.","ms-h","mo-h","exh",1,1,0,1,0,0,1,1,1,0,1,0,0,0
"1448","AK1GE19RT3PK6","English",30,"male","high","high_firefighter",95245,"1","0","1",0,"The fifth floor.","The first floor.","The fourth and sixth floors.","mo-h","f","ms-l",0,1,0,0,1,1,1,0,1,0,0,1,0,0
"1449","AK1GE19RT3PK6","English",30,"male","low","low_la",26790,"1","1","1",0,"Diners C, F, A, D, and E.","Diner B.","Diners C and F.","exh","f","ms-h",1,0,0,1,0,1,1,1,0,0,1,0,1,0
"1451","AK1GE19RT3PK6","English",30,"male","high","high_operative",39716,"1","1","1",0,"The Northeast and Southwest districts.","The Northeast district.","The South and North districts.","ms-h","mo-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"1452","AK1GE19RT3PK6","English",30,"male","low","low_brother",138509,"0","1","1",0,"Stall E.","Stall B.","Stalls C and D.","f","mo-l","ms-h",0,0,1,1,0,1,1,0,0,1,1,0,0,0
"1453","AK1GE19RT3PK6","English",30,"male","high","high_terrorism",20085,"1","1","0",0,"Stores A and F.","Store F.","Store C.","ms-l","mo-l","f",0,0,1,0,1,1,1,0,0,1,0,1,0,0
"1455","AK1GE19RT3PK6","English",30,"male","low","low_coffee",15454,"1","1","0",0,"Cafes E and B.","Cafes E, B, F, C and D.","Cafe A.","ms-h","exh","f",1,0,0,1,0,1,1,1,0,0,1,0,0,0
"1456","AK1GE19RT3PK6","English",30,"male","high","high_inspector",19796,"1","1","0",0,"Restaurants A, B, C, D, and E.","Restaurant E.","Restaurant F.","exh","mo-l","f",1,0,1,0,0,1,1,1,0,1,0,0,0,0
"1462","A5B73N9C2HVEG","english",37,"female","high","high_terrorism",62041,"0","1","0",0,"Store F.","Stores E, B, A, D, and F.","Store E.","mo-l","exh","mo-h",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"1463","A5B73N9C2HVEG","english",37,"female","low","low_la",26186,"1","0","0",0,"Diner C.","Diners A and E.","Diner E.","mo-h","ms-l","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1465","A5B73N9C2HVEG","english",37,"female","high","high_operative",61806,"1","1","0",0,"The Northeast district.","The Northeast, Southwest, South, Southeast and North districts.","The South and North districts.","mo-h","exh","ms-l",1,1,0,0,1,0,1,1,1,0,0,0,0,0
"1466","A5B73N9C2HVEG","english",37,"female","low","low_pic",22842,"0","1","0",0,"Locations D and F.","Location A.","Location B.","ms-l","mo-h","f",0,1,0,0,1,1,1,0,1,0,0,0,0,0
"1468","A5B73N9C2HVEG","english",37,"female","high","high_inspector",52199,"1","0","0",0,"Restaurants A, B, C, D, and E.","Restaurants A and B.","Restaurant A.","exh","ms-h","mo-h",1,1,0,1,0,0,1,1,0,0,0,0,0,0
"1469","A5B73N9C2HVEG","english",37,"female","low","low_brother",19222,"1","0","0",0,"Stall C.","Stalls A and B.","Stalls C, D, A, F and B.","mo-h","ms-l","exh",1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1470","A5B73N9C2HVEG","english",37,"female","high","high_fbi",28848,"0","1","0",0,"Places B and E.","Place F.","Places F and A.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,1,0,0,0,0,0
"1472","A5B73N9C2HVEG","english",37,"female","low","low_yoga",136755,"0","0","1",0,"Studios F, E, D, C and B.","Studio B.","Studio F.","exh","mo-l","mo-h",1,1,1,0,0,0,1,0,1,0,0,0,0,0
"1473","A5B73N9C2HVEG","english",37,"female","high","high_firefighter",32126,"1","0","0",0,"The fifth floor.","The fourth and sixth floors.","The first floor.","mo-h","ms-l","f",0,1,0,0,1,1,1,0,1,0,0,0,0,0
"1474","A5B73N9C2HVEG","english",37,"female","low","low_coffee",16189,"0","0","1",0,"Cafes F and D.","Cafe E.","Cafes E and B.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"1480","A3SXRD6C8AMKKR","english",30,"male","low","low_la",995446,"1","1","0",0,"Diners C and F.","Diner C.","Diners A and E.","ms-h","mo-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1481","A3SXRD6C8AMKKR","english",30,"male","high","high_terrorism",17244,"1","0","0",0,"Stores E and B.","Store C.","Store F.","ms-h","f","mo-l",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1483","A3SXRD6C8AMKKR","english",30,"male","low","low_brother",16548,"0","1","0",0,"Stalls A and B.","Stalls C and D.","Stalls C, D, A, F and B.","ms-l","ms-h","exh",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"1484","A3SXRD6C8AMKKR","english",30,"male","high","high_operative",21612,"0","1","0",0,"The North district.","The Northeast district.","The South and North districts.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1486","A3SXRD6C8AMKKR","english",30,"male","low","low_yoga",14622,"0","1","1",0,"Studios C and B.","Studios F and E.","Studio F.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1487","A3SXRD6C8AMKKR","english",30,"male","high","high_fbi",24140,"1","0","1",0,"Places F and A.","Places B and E.","Place F.","ms-h","ms-l","mo-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1488","A3SXRD6C8AMKKR","english",30,"male","low","low_coffee",17196,"0","0","1",0,"Cafe A.","Cafe D.","Cafes E and B.","f","mo-l","ms-h",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1490","A3SXRD6C8AMKKR","english",30,"male","high","high_firefighter",27092,"0","0","0",1,"The first floor.","The fifth, second, fourth, third and sixth floors.","The fourth and sixth floors.","f","exh","ms-l",1,0,0,0,1,1,1,0,0,0,0,0,0,1
"1491","A3SXRD6C8AMKKR","english",30,"male","low","low_pic",15830,"0","1","0",0,"Location B.","Location A.","Locations A and D.","f","mo-h","ms-h",0,1,0,1,0,1,1,0,1,0,0,0,0,0
"1492","A3SXRD6C8AMKKR","english",30,"male","high","high_inspector",13006,"1","1","0",0,"Restaurant A.","Restaurants A and B.","Restaurant E.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1498","A38NKLE8WK7RKY","English",50,"female","low","low_yoga",33686,"1","1","1",0,"Studios F, E, D, C and B.","Studios C and B.","Studios F and E.","exh","ms-l","ms-h",1,0,0,1,1,0,1,1,0,0,1,1,0,0
"1499","A38NKLE8WK7RKY","English",50,"female","high","high_firefighter",44133,"1","1","1",0,"The fifth, second, fourth, third and sixth floors.","The sixth floor.","The fifth floor.","exh","mo-l","mo-h",1,1,1,0,0,0,1,1,1,1,0,0,0,0
"1500","A38NKLE8WK7RKY","English",50,"female","low","low_coffee",27718,"1","1","1",0,"Cafe D.","Cafes F and D.","Cafes E and B.","mo-l","ms-l","ms-h",0,0,1,1,1,0,1,0,0,1,1,1,0,0
"1502","A38NKLE8WK7RKY","English",50,"female","high","high_operative",42242,"0","1","1",0,"The West district.","The North district.","The South and North districts.","f","mo-l","ms-l",0,0,1,0,1,1,1,0,0,1,0,1,0,0
"1503","A38NKLE8WK7RKY","English",50,"female","low","low_pic",48133,"1","1","1",0,"Locations A, D, E, and F.","Locations D and F.","Location F.","exh","ms-l","mo-l",1,0,1,0,1,0,1,1,0,1,0,1,0,0
"1505","A38NKLE8WK7RKY","English",50,"female","high","high_inspector",31243,"1","0","1",0,"Restaurant A.","Restaurant F.","Restaurant E.","mo-h","f","mo-l",0,1,1,0,0,1,1,0,1,1,0,0,0,0
"1506","A38NKLE8WK7RKY","English",50,"female","low","low_la",39060,"1","1","1",0,"Diners C and F.","Diner C.","Diner E.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"1507","A38NKLE8WK7RKY","English",50,"female","high","high_fbi",64281,"0","0","1",0,"Places F and A.","Place E.","Places F, A, B, C and E.","ms-h","mo-l","exh",1,0,1,1,0,0,1,1,0,0,0,0,0,0
"1509","A38NKLE8WK7RKY","English",50,"female","low","low_brother",46985,"1","1","1",0,"Stall C.","Stalls C and D.","Stalls A and B.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"1510","A38NKLE8WK7RKY","English",50,"female","high","high_terrorism",31084,"0","1","1",0,"Stores A and F.","Store E.","Stores E and B.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1516","A3LL096CAY5WHB","English",22,"male","high","high_terrorism",61246,"1","0","0",0,"Stores E and B.","Store E.","Stores A and F.","ms-h","mo-h","ms-l",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"1517","A3LL096CAY5WHB","English",22,"male","low","low_yoga",10359,"0","1","0",0,"Studios C and B.","Studios F and E.","Studio A.","ms-l","ms-h","f",0,0,0,1,1,1,1,0,0,0,1,0,0,0
