"","subject","native_lang","age","gender","trial","story","reaction_time","response_a","response_b","response_c","response_d","report_a","report_b","report_c","tag_a","tag_b","tag_c","exhaustive_seen","mention_one_high_seen","mention_one_low_seen","mention_some_high_seen","mention_some_low_seen","false_report_seen","none_of_above_seen","exhaustive_chosen","mention_one_high_chosen","mention_one_low_chosen","mention_some_high_chosen","mention_some_low_chosen","false_report_chosen","none_of_above_chosen"
"1094","AONJLTBODD2WN","English",35,"female","high","high_inspector",30962,"1","1","1",0,"Restaurants A and B.","Restaurants A, B, C, D, and E.","Restaurants C and E.","ms-h","exh","ms-l",1,0,0,1,1,0,1,1,0,0,1,1,0,0
"1095","AONJLTBODD2WN","English",35,"female","low","low_pic",24533,"1","1","1",0,"Locations A and D.","Location B.","Locations D and F.","ms-h","f","ms-l",0,0,0,1,1,1,1,0,0,0,1,1,1,0
"1096","AONJLTBODD2WN","English",35,"female","high","high_firefighter",31279,"1","1","1",0,"The fifth floor.","The sixth floor.","The fourth and sixth floors.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1102","A1NLW5ZS2WQR35","English",52,"female","high","high_terrorism",40803,"1","1","1",0,"Stores E and B.","Store E.","Stores A and F.","ms-h","mo-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"1103","A1NLW5ZS2WQR35","English",52,"female","low","low_la",49363,"0","1","0",0,"Diner E.","Diners C and F.","Diners C, F, A, D, and E.","mo-l","ms-h","exh",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"1104","A1NLW5ZS2WQR35","English",52,"female","high","high_firefighter",45050,"1","1","0",0,"The fourth and sixth floors.","The fifth floor.","The first floor.","ms-l","mo-h","f",0,1,0,0,1,1,1,0,1,0,0,1,0,0
"1106","A1NLW5ZS2WQR35","English",52,"female","low","low_coffee",20602,"0","1","1",0,"Cafe D.","Cafes E and B.","Cafe E.","mo-l","ms-h","mo-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1107","A1NLW5ZS2WQR35","English",52,"female","high","high_fbi",33207,"0","1","0",0,"Place E.","Places F and A.","Places B and E.","mo-l","ms-h","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1109","A1NLW5ZS2WQR35","English",52,"female","low","low_pic",22707,"0","1","1",0,"Locations D and F.","Location A.","Locations A and D.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1110","A1NLW5ZS2WQR35","English",52,"female","high","high_operative",35032,"1","0","1",0,"The Northeast and Southwest districts.","The West district.","The Northeast district.","ms-h","f","mo-h",0,1,0,1,0,1,1,0,1,0,1,0,0,0
"1111","A1NLW5ZS2WQR35","English",52,"female","low","low_brother",12468,"1","0","1",0,"Stall C.","Stalls A and B.","Stalls C and D.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1113","A1NLW5ZS2WQR35","English",52,"female","high","high_inspector",57046,"0","0","1",0,"Restaurants A and B.","Restaurants C and E.","Restaurants A, B, C, D, and E.","ms-h","ms-l","exh",1,0,0,1,1,0,1,1,0,0,0,0,0,0
"1114","A1NLW5ZS2WQR35","English",52,"female","low","low_yoga",14452,"0","1","0",0,"Studios F, E, D, C and B.","Studios F and E.","Studios C and B.","exh","ms-h","ms-l",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"1120","A5BMKZRGHNSRT","English",25,"female","high","high_terrorism",10743,"1","1","0",0,"Stores E and B.","Store E.","Store F.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1121","A5BMKZRGHNSRT","English",25,"female","low","low_brother",11717,"1","1","0",0,"Stalls A and B.","Stalls C and D.","Stall B.","ms-l","ms-h","mo-l",0,0,1,1,1,0,1,0,0,0,1,1,0,0
"1122","A5BMKZRGHNSRT","English",25,"female","high","high_operative",14516,"0","0","1",0,"The North district.","The Northeast district.","The Northeast and Southwest districts.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"1124","A5BMKZRGHNSRT","English",25,"female","low","low_yoga",6107,"0","0","1",0,"Studios C and B.","Studio A.","Studio F.","ms-l","f","mo-h",0,1,0,0,1,1,1,0,1,0,0,0,0,0
"1125","A5BMKZRGHNSRT","English",25,"female","high","high_firefighter",14964,"0","1","0",0,"The fifth and second floors.","The fifth, second, fourth, third and sixth floors.","The fifth floor.","ms-h","exh","mo-h",1,1,0,1,0,0,1,1,0,0,0,0,0,0
"1127","A5BMKZRGHNSRT","English",25,"female","low","low_coffee",4910,"0","0","1",0,"Cafes F and D.","Cafe A.","Cafes E and B.","ms-l","f","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1128","A5BMKZRGHNSRT","English",25,"female","high","high_inspector",9969,"0","1","0",0,"Restaurant F.","Restaurant A.","Restaurant E.","f","mo-h","mo-l",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"1129","A5BMKZRGHNSRT","English",25,"female","low","low_pic",10440,"0","0","0",1,"Location F.","Location B.","Locations D and F.","mo-l","f","ms-l",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"1131","A5BMKZRGHNSRT","English",25,"female","high","high_fbi",9003,"0","1","1",0,"Place E.","Places F and A.","Place F.","mo-l","ms-h","mo-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1132","A5BMKZRGHNSRT","English",25,"female","low","low_la",7390,"0","0","1",0,"Diners C, F, A, D, and E.","Diner C.","Diners C and F.","exh","mo-h","ms-h",1,1,0,1,0,0,1,0,0,0,1,0,0,0
"1138","AOKTAHY4F4J2B","english",27,"male","high","high_operative",24670,"1","1","1",0,"The Northeast and Southwest districts.","The Northeast district.","The North district.","ms-h","mo-h","mo-l",0,1,1,1,0,0,1,0,1,1,1,0,0,0
"1139","AOKTAHY4F4J2B","english",27,"male","low","low_pic",5927,"1","1","1",0,"Location A.","Locations A and D.","Location B.","mo-h","ms-h","f",0,1,0,1,0,1,1,0,1,0,1,0,1,0
"1141","AOKTAHY4F4J2B","english",27,"male","high","high_firefighter",35924,"1","0","1",0,"The sixth floor.","The first floor.","The fourth and sixth floors.","mo-l","f","ms-l",0,0,1,0,1,1,1,0,0,1,0,1,0,0
"1142","AOKTAHY4F4J2B","english",27,"male","low","low_yoga",23292,"0","0","1",0,"Studio B.","Studio A.","Studios F, E, D, C and B.","mo-l","f","exh",1,0,1,0,0,1,1,1,0,0,0,0,0,0
"1144","AOKTAHY4F4J2B","english",27,"male","high","high_terrorism",29025,"1","1","1",0,"Stores A and F.","Stores E, B, A, D, and F.","Stores E and B.","ms-l","exh","ms-h",1,0,0,1,1,0,1,1,0,0,1,1,0,0
"1145","AOKTAHY4F4J2B","english",27,"male","low","low_la",9978,"1","0","0",0,"Diner C.","Diners A and E.","Diner E.","mo-h","ms-l","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1146","AOKTAHY4F4J2B","english",27,"male","high","high_fbi",8417,"0","1","0",0,"Place E.","Places F, A, B, C and E.","Place D.","mo-l","exh","f",1,0,1,0,0,1,1,1,0,0,0,0,0,0
"1148","AOKTAHY4F4J2B","english",27,"male","low","low_brother",12941,"0","1","0",0,"Stalls C and D.","Stalls C, D, A, F and B.","Stalls A and B.","ms-h","exh","ms-l",1,0,0,1,1,0,1,1,0,0,0,0,0,0
"1149","AOKTAHY4F4J2B","english",27,"male","high","high_inspector",3120,"0","1","0",0,"Restaurant A.","Restaurant E.","Restaurants C and E.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,0,1,0,0,0,0
"1150","AOKTAHY4F4J2B","english",27,"male","low","low_coffee",3021,"0","0","1",0,"Cafe D.","Cafes E and B.","Cafe E.","mo-l","ms-h","mo-h",0,1,1,1,0,0,1,0,1,0,0,0,0,0
"1156","A2RWLFIP23FZA7","Chinese",28,"male","high","high_firefighter",67779,"1","0","0",0,"The fifth and second floors.","The sixth floor.","The fourth and sixth floors.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1157","A2RWLFIP23FZA7","Chinese",28,"male","low","low_coffee",20304,"1","0","0",0,"Cafes E and B.","Cafes F and D.","Cafe D.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1158","A2RWLFIP23FZA7","Chinese",28,"male","high","high_operative",46918,"0","0","1",0,"The South and North districts.","The North district.","The Northeast, Southwest, South, Southeast and North districts.","ms-l","mo-l","exh",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"1160","A2RWLFIP23FZA7","Chinese",28,"male","low","low_pic",12953,"1","0","0",0,"Location A.","Location B.","Locations A and D.","mo-h","f","ms-h",0,1,0,1,0,1,1,0,1,0,0,0,0,0
"1161","A2RWLFIP23FZA7","Chinese",28,"male","high","high_terrorism",22116,"0","1","1",0,"Store F.","Stores E and B.","Store E.","mo-l","ms-h","mo-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1163","A2RWLFIP23FZA7","Chinese",28,"male","low","low_la",11687,"1","0","0",0,"Diner C.","Diners C, F, A, D, and E.","Diners A and E.","mo-h","exh","ms-l",1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1164","A2RWLFIP23FZA7","Chinese",28,"male","high","high_fbi",16121,"1","0","0",0,"Places F and A.","Place D.","Place E.","ms-h","f","mo-l",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1165","A2RWLFIP23FZA7","Chinese",28,"male","low","low_yoga",7198,"0","0","1",0,"Studios C and B.","Studio B.","Studio F.","ms-l","mo-l","mo-h",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1167","A2RWLFIP23FZA7","Chinese",28,"male","high","high_inspector",21349,"0","1","0",0,"Restaurant F.","Restaurants A and B.","Restaurants A, B, C, D, and E.","f","ms-h","exh",1,0,0,1,0,1,1,0,0,0,1,0,0,0
"1168","A2RWLFIP23FZA7","Chinese",28,"male","low","low_brother",13874,"0","0","1",0,"Stalls C, D, A, F and B.","Stall B.","Stall C.","exh","mo-l","mo-h",1,1,1,0,0,0,1,0,1,0,0,0,0,0
"1174","A2CF2BD4Q0ZDJN","English",55,"male","low","low_yoga",150020,"0","1","0",0,"Studios F, E, D, C and B.","Studios F and E.","Studio B.","exh","ms-h","mo-l",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"1175","A2CF2BD4Q0ZDJN","English",55,"male","high","high_operative",78806,"0","0","1",0,"The North district.","The Northeast and Southwest districts.","The Northeast, Southwest, South, Southeast and North districts.","mo-l","ms-h","exh",1,0,1,1,0,0,1,1,0,0,0,0,0,0
"1177","A2CF2BD4Q0ZDJN","English",55,"male","low","low_coffee",58820,"1","0","0",0,"Cafes E and B.","Cafe D.","Cafe E.","ms-h","mo-l","mo-h",0,1,1,1,0,0,1,0,0,0,1,0,0,0
"1178","A2CF2BD4Q0ZDJN","English",55,"male","high","high_terrorism",25845,"1","0","0",0,"Stores E and B.","Stores E, B, A, D, and F.","Store F.","ms-h","exh","mo-l",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"1180","A2CF2BD4Q0ZDJN","English",55,"male","low","low_la",286778,"0","0","1",0,"Diners C, F, A, D, and E.","Diner E.","Diners C and F.","exh","mo-l","ms-h",1,0,1,1,0,0,1,0,0,0,1,0,0,0
"1181","A2CF2BD4Q0ZDJN","English",55,"male","high","high_firefighter",34851,"0","0","1",0,"The sixth floor.","The first floor.","The fifth and second floors.","mo-l","f","ms-h",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1182","A2CF2BD4Q0ZDJN","English",55,"male","low","low_brother",28438,"0","0","1",0,"Stall E.","Stalls A and B.","Stalls C and D.","f","ms-l","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1184","A2CF2BD4Q0ZDJN","English",55,"male","high","high_fbi",19476,"0","0","0",1,"Places B and E.","Place E.","Place D.","ms-l","mo-l","f",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"1185","A2CF2BD4Q0ZDJN","English",55,"male","low","low_pic",28285,"0","1","0",0,"Locations A, D, E, and F.","Location A.","Locations A and D.","exh","mo-h","ms-h",1,1,0,1,0,0,1,0,1,0,0,0,0,0
"1186","A2CF2BD4Q0ZDJN","English",55,"male","high","high_inspector",29410,"0","0","0",1,"Restaurants A and B.","Restaurants C and E.","Restaurant E.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,0,0,0,0,1
"1192","A3VTOW7WLPTBRR","english",30,"female","high","high_fbi",38869,"0","0","0",1,"Places F and A.","Places B and E.","Places F, A, B, C and E.","ms-h","ms-l","exh",1,0,0,1,1,0,1,0,0,0,0,0,0,1
"1193","A3VTOW7WLPTBRR","english",30,"female","low","low_yoga",29885,"1","1","1",0,"Studio B.","Studio F.","Studios C and B.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1194","A3VTOW7WLPTBRR","english",30,"female","high","high_firefighter",30075,"0","0","0",1,"The first floor.","The fifth, second, fourth, third and sixth floors.","The fourth and sixth floors.","f","exh","ms-l",1,0,0,0,1,1,1,0,0,0,0,0,0,1
"1196","A3VTOW7WLPTBRR","english",30,"female","low","low_la",11022,"1","1","1",0,"Diners C, F, A, D, and E.","Diners C and F.","Diner C.","exh","ms-h","mo-h",1,1,0,1,0,0,1,1,1,0,1,0,0,0
"1197","A3VTOW7WLPTBRR","english",30,"female","high","high_inspector",20215,"1","1","1",0,"Restaurants A and B.","Restaurants C and E.","Restaurant E.","ms-h","ms-l","mo-l",0,0,1,1,1,0,1,0,0,1,1,1,0,0
"1199","A3VTOW7WLPTBRR","english",30,"female","low","low_brother",6191,"0","0","0",1,"Stalls A and B.","Stalls C and D.","Stall C.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,0,0,0,0,0,1
"1200","A3VTOW7WLPTBRR","english",30,"female","high","high_operative",13200,"1","1","1",0,"The South and North districts.","The Northeast district.","The Northeast and Southwest districts.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"1201","A3VTOW7WLPTBRR","english",30,"female","low","low_coffee",9185,"0","0","0",1,"Cafes E, B, F, C and D.","Cafe D.","Cafes F and D.","exh","mo-l","ms-l",1,0,1,0,1,0,1,0,0,0,0,0,0,1
"1203","A3VTOW7WLPTBRR","english",30,"female","high","high_terrorism",70824,"1","1","1",0,"Store F.","Stores E, B, A, D, and F.","Stores E and B.","mo-l","exh","ms-h",1,0,1,1,0,0,1,1,0,1,1,0,0,0
"1204","A3VTOW7WLPTBRR","english",30,"female","low","low_pic",6097,"0","0","0",1,"Location F.","Location B.","Location A.","mo-l","f","mo-h",0,1,1,0,0,1,1,0,0,0,0,0,0,1
"1210","A3D2J8FHILXS90","English",26,"male","low","low_la",34905,"0","0","1",0,"Diner E.","Diners A and E.","Diners C and F.","mo-l","ms-l","ms-h",0,0,1,1,1,0,1,0,0,0,1,0,0,0
"1211","A3D2J8FHILXS90","English",26,"male","high","high_firefighter",43158,"1","0","0",0,"The fifth, second, fourth, third and sixth floors.","The sixth floor.","The fifth and second floors.","exh","mo-l","ms-h",1,0,1,1,0,0,1,1,0,0,0,0,0,0
"1212","A3D2J8FHILXS90","English",26,"male","low","low_yoga",24209,"0","1","1",0,"Studio A.","Studios F, E, D, C and B.","Studios F and E.","f","exh","ms-h",1,0,0,1,0,1,1,1,0,0,1,0,0,0
"1214","A3D2J8FHILXS90","English",26,"male","high","high_operative",48113,"0","0","1",0,"The West district.","The Northeast district.","The South and North districts.","f","mo-h","ms-l",0,1,0,0,1,1,1,0,0,0,0,1,0,0
"1215","A3D2J8FHILXS90","English",26,"male","low","low_brother",19583,"0","1","1",0,"Stalls A and B.","Stalls C, D, A, F and B.","Stalls C and D.","ms-l","exh","ms-h",1,0,0,1,1,0,1,1,0,0,1,0,0,0
"1217","A3D2J8FHILXS90","English",26,"male","high","high_inspector",16128,"0","0","1",0,"Restaurants C and E.","Restaurant E.","Restaurants A, B, C, D, and E.","ms-l","mo-l","exh",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"1218","A3D2J8FHILXS90","English",26,"male","low","low_pic",27193,"1","0","0",0,"Locations A, D, E, and F.","Locations D and F.","Location F.","exh","ms-l","mo-l",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"1219","A3D2J8FHILXS90","English",26,"male","high","high_terrorism",15879,"1","0","0",0,"Store E.","Stores A and F.","Store F.","mo-h","ms-l","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1221","A3D2J8FHILXS90","English",26,"male","low","low_coffee",13199,"1","0","1",0,"Cafes E, B, F, C and D.","Cafe D.","Cafes E and B.","exh","mo-l","ms-h",1,0,1,1,0,0,1,1,0,0,1,0,0,0
"1222","A3D2J8FHILXS90","English",26,"male","high","high_fbi",28304,"1","1","1",0,"Place E.","Place F.","Places B and E.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1228","A1T3ROSW2LC4FG","English",50,"female","low","low_brother",35489,"1","1","1",0,"Stall B.","Stall C.","Stalls C, D, A, F and B.","mo-l","mo-h","exh",1,1,1,0,0,0,1,1,1,1,0,0,0,0
"1229","A1T3ROSW2LC4FG","English",50,"female","high","high_fbi",23812,"1","1","1",0,"Places B and E.","Place F.","Places F and A.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"1231","A1T3ROSW2LC4FG","English",50,"female","low","low_la",18865,"1","1","1",0,"Diner C.","Diners A and E.","Diners C and F.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,1,1,0,0
"1232","A1T3ROSW2LC4FG","English",50,"female","high","high_terrorism",24126,"0","0","1",0,"Stores A and F.","Store F.","Stores E, B, A, D, and F.","ms-l","mo-l","exh",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"1234","A1T3ROSW2LC4FG","English",50,"female","low","low_yoga",28548,"1","1","1",0,"Studio B.","Studio F.","Studios C and B.","mo-l","mo-h","ms-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1235","A1T3ROSW2LC4FG","English",50,"female","high","high_inspector",21651,"0","0","0",1,"Restaurants C and E.","Restaurants A and B.","Restaurant A.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,0,0,0,0,0,1
"1236","A1T3ROSW2LC4FG","English",50,"female","low","low_coffee",30649,"1","1","1",0,"Cafe D.","Cafe A.","Cafe E.","mo-l","f","mo-h",0,1,1,0,0,1,1,0,1,1,0,0,1,0
"1238","A1T3ROSW2LC4FG","English",50,"female","high","high_operative",22608,"0","0","0",1,"The North district.","The Northeast district.","The Northeast and Southwest districts.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,0,0,0,0,0,1
"1239","A1T3ROSW2LC4FG","English",50,"female","low","low_pic",17396,"0","0","0",1,"Location B.","Location A.","Locations A, D, E, and F.","f","mo-h","exh",1,1,0,0,0,1,1,0,0,0,0,0,0,1
"1240","A1T3ROSW2LC4FG","English",50,"female","high","high_firefighter",53475,"0","0","0",1,"The sixth floor.","The fourth and sixth floors.","The first floor.","mo-l","ms-l","f",0,0,1,0,1,1,1,0,0,0,0,0,0,1
"1246","A256FHXGSY0E5D","English",34,"male","low","low_brother",41147,"1","1","0",0,"Stalls C, D, A, F and B.","Stalls C and D.","Stall E.","exh","ms-h","f",1,0,0,1,0,1,1,1,0,0,1,0,0,0
"1247","A256FHXGSY0E5D","English",34,"male","high","high_operative",21779,"1","1","0",0,"The Northeast district.","The Northeast and Southwest districts.","The North district.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1248","A256FHXGSY0E5D","English",34,"male","low","low_yoga",23074,"0","1","1",0,"Studio A.","Studio F.","Studios F, E, D, C and B.","f","mo-h","exh",1,1,0,0,0,1,1,1,1,0,0,0,0,0
"1250","A256FHXGSY0E5D","English",34,"male","high","high_fbi",29745,"0","1","0",0,"Place D.","Places F and A.","Place E.","f","ms-h","mo-l",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1251","A256FHXGSY0E5D","English",34,"male","low","low_pic",25783,"0","0","1",0,"Locations A, D, E, and F.","Locations D and F.","Locations A and D.","exh","ms-l","ms-h",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"1253","A256FHXGSY0E5D","English",34,"male","high","high_firefighter",24399,"0","1","0",0,"The first floor.","The fifth, second, fourth, third and sixth floors.","The sixth floor.","f","exh","mo-l",1,0,1,0,0,1,1,1,0,0,0,0,0,0
"1254","A256FHXGSY0E5D","English",34,"male","low","low_coffee",7961,"0","0","1",0,"Cafe D.","Cafe A.","Cafe E.","mo-l","f","mo-h",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"1255","A256FHXGSY0E5D","English",34,"male","high","high_inspector",18492,"0","0","1",0,"Restaurant E.","Restaurants C and E.","Restaurant A.","mo-l","ms-l","mo-h",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1257","A256FHXGSY0E5D","English",34,"male","low","low_la",14317,"0","1","0",0,"Diners A and E.","Diner C.","Diner E.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1258","A256FHXGSY0E5D","English",34,"male","high","high_terrorism",21934,"0","0","1",0,"Store F.","Stores A and F.","Store E.","mo-l","ms-l","mo-h",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1264","A1Z0O5MC9DAE8C","English%2C Japanese",31,"female","high","high_inspector",62889,"0","1","0",0,"Restaurant E.","Restaurants A, B, C, D, and E.","Restaurants C and E.","mo-l","exh","ms-l",1,0,1,0,1,0,1,1,0,0,0,0,0,0
"1265","A1Z0O5MC9DAE8C","English%2C Japanese",31,"female","low","low_yoga",27713,"0","1","0",0,"Studio A.","Studios F and E.","Studios F, E, D, C and B.","f","ms-h","exh",1,0,0,1,0,1,1,0,0,0,1,0,0,0
"1267","A1Z0O5MC9DAE8C","English%2C Japanese",31,"female","high","high_terrorism",18039,"0","1","0",0,"Stores A and F.","Stores E and B.","Store C.","ms-l","ms-h","f",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1268","A1Z0O5MC9DAE8C","English%2C Japanese",31,"female","low","low_brother",15673,"1","0","0",0,"Stalls C and D.","Stalls A and B.","Stall C.","ms-h","ms-l","mo-h",0,1,0,1,1,0,1,0,0,0,1,0,0,0
"1270","A1Z0O5MC9DAE8C","English%2C Japanese",31,"female","high","high_operative",24682,"0","1","0",0,"The North district.","The Northeast, Southwest, South, Southeast and North districts.","The Northeast district.","mo-l","exh","mo-h",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"1271","A1Z0O5MC9DAE8C","English%2C Japanese",31,"female","low","low_pic",20622,"1","0","0",0,"Locations A and D.","Location F.","Location B.","ms-h","mo-l","f",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1272","A1Z0O5MC9DAE8C","English%2C Japanese",31,"female","high","high_firefighter",22990,"0","0","1",0,"The sixth floor.","The first floor.","The fifth and second floors.","mo-l","f","ms-h",0,0,1,1,0,1,1,0,0,0,1,0,0,0
"1274","A1Z0O5MC9DAE8C","English%2C Japanese",31,"female","low","low_coffee",16691,"0","1","0",0,"Cafe A.","Cafe E.","Cafe D.","f","mo-h","mo-l",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"1275","A1Z0O5MC9DAE8C","English%2C Japanese",31,"female","high","high_fbi",44553,"0","1","0",0,"Places B and E.","Place F.","Place E.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1276","A1Z0O5MC9DAE8C","English%2C Japanese",31,"female","low","low_la",12219,"1","0","0",0,"Diners C and F.","Diner C.","Diners C, F, A, D, and E.","ms-h","mo-h","exh",1,1,0,1,0,0,1,0,0,0,1,0,0,0
"1282","A2YBZFSUD5OP7W","English",31,"female","low","low_la",20725,"1","1","0",0,"Diner C.","Diners C and F.","Diners A and E.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1283","A2YBZFSUD5OP7W","English",31,"female","high","high_inspector",20419,"0","0","1",0,"Restaurant F.","Restaurant E.","Restaurant A.","f","mo-l","mo-h",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"1285","A2YBZFSUD5OP7W","English",31,"female","low","low_pic",22698,"1","0","0",0,"Locations A and D.","Locations D and F.","Location B.","ms-h","ms-l","f",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1286","A2YBZFSUD5OP7W","English",31,"female","high","high_fbi",14599,"1","0","1",0,"Place F.","Place E.","Places F and A.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,1,0,1,0,0,0
"1288","A2YBZFSUD5OP7W","English",31,"female","low","low_coffee",16122,"1","0","1",0,"Cafes E, B, F, C and D.","Cafe D.","Cafe E.","exh","mo-l","mo-h",1,1,1,0,0,0,1,1,1,0,0,0,0,0
"1289","A2YBZFSUD5OP7W","English",31,"female","high","high_terrorism",15668,"0","0","1",0,"Store C.","Stores A and F.","Stores E and B.","f","ms-l","ms-h",0,0,0,1,1,1,1,0,0,0,1,0,0,0
"1290","A2YBZFSUD5OP7W","English",31,"female","low","low_brother",8715,"0","0","1",0,"Stall B.","Stall E.","Stall C.","mo-l","f","mo-h",0,1,1,0,0,1,1,0,1,0,0,0,0,0
"1292","A2YBZFSUD5OP7W","English",31,"female","high","high_operative",13812,"0","1","1",0,"The South and North districts.","The Northeast and Southwest districts.","The Northeast district.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0
"1293","A2YBZFSUD5OP7W","English",31,"female","low","low_yoga",8178,"1","0","0",0,"Studio F.","Studio B.","Studios C and B.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1294","A2YBZFSUD5OP7W","English",31,"female","high","high_firefighter",11538,"1","0","0",0,"The fifth floor.","The sixth floor.","The fourth and sixth floors.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1300","A1KVUI9CRV0OVL","English",27,"male","high","high_fbi",22962,"0","1","0",0,"Places B and E.","Places F and A.","Places F, A, B, C and E.","ms-l","ms-h","exh",1,0,0,1,1,0,1,0,0,0,1,0,0,0
"1301","A1KVUI9CRV0OVL","English",27,"male","low","low_la",17474,"1","0","0",0,"Diner C.","Diners A and E.","Diner E.","mo-h","ms-l","mo-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1303","A1KVUI9CRV0OVL","English",27,"male","high","high_terrorism",24622,"1","0","0",0,"Stores E and B.","Stores E, B, A, D, and F.","Store E.","ms-h","exh","mo-h",1,1,0,1,0,0,1,0,0,0,1,0,0,0
"1304","A1KVUI9CRV0OVL","English",27,"male","low","low_yoga",13028,"0","0","1",0,"Studio A.","Studios C and B.","Studio F.","f","ms-l","mo-h",0,1,0,0,1,1,1,0,1,0,0,0,0,0
"1306","A1KVUI9CRV0OVL","English",27,"male","high","high_operative",21252,"1","0","0",0,"The Northeast, Southwest, South, Southeast and North districts.","The Northeast district.","The North district.","exh","mo-h","mo-l",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"1307","A1KVUI9CRV0OVL","English",27,"male","low","low_pic",12498,"1","0","0",0,"Location A.","Location F.","Locations D and F.","mo-h","mo-l","ms-l",0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1308","A1KVUI9CRV0OVL","English",27,"male","high","high_inspector",35958,"1","1","0",0,"Restaurants A and B.","Restaurant E.","Restaurant F.","ms-h","mo-l","f",0,0,1,1,0,1,1,0,0,1,1,0,0,0
"1310","A1KVUI9CRV0OVL","English",27,"male","low","low_coffee",9554,"1","0","0",0,"Cafes E and B.","Cafe E.","Cafe A.","ms-h","mo-h","f",0,1,0,1,0,1,1,0,0,0,1,0,0,0
